20.0 # 80.0 # 0.0 # 1.5 # 2	tf	agg_coef	max_entropy	min_entropy	left_entropy	right_entropy
斗气匹练	81	361.10860	3.60979	3.52391	3.60979	3.52391
通玄长老	81	972.44391	5.17191	3.04784	3.04784	5.17191
有着几分	81	106.88366	5.79337	4.35024	4.35024	5.79337
斗灵丹	80	2181.62603	4.12208	3.35538	4.12208	3.35538
到极致	80	324.10167	3.60668	1.91279	3.60668	1.91279
比先前	80	97.39015	5.34269	4.31170	4.31170	5.34269
那个家伙	80	121.03196	4.70854	4.54285	4.54285	4.70854
恐怕将会	80	121.24297	5.64031	1.56482	1.56482	5.64031
太古虚龙	79	38843.58537	4.47456	3.93454	4.47456	3.93454
灌注进入	79	575.06204	4.51008	3.93730	3.93730	4.51008
半圣强者	79	158.93931	4.25248	3.82674	4.25248	3.82674
小脸上	79	360.21889	3.81009	3.06202	3.06202	3.81009
经过先前	79	146.56505	2.13760	1.59943	1.59943	2.13760
六品丹药	79	440.71169	3.71952	3.70332	3.71952	3.70332
黑湮军	78	5995.25994	4.34313	3.84990	4.34313	3.84990
盛长老	78	671.10635	5.16298	3.23335	3.23335	5.16298
掀起一抹	78	573.51308	4.46055	3.13444	3.13444	4.46055
地阶斗技	77	1047.00317	4.85854	3.77885	4.85854	3.77885
小时左右	77	1017.14214	2.20494	1.54874	2.20494	1.54874
这片天际	77	214.44782	4.00349	2.88359	2.88359	4.00349
目光扫向	77	213.03994	5.07440	2.67979	2.67979	5.07440
苏千大长老	76	377.78961	4.65111	4.55456	4.55456	4.65111
山洞之中	76	84.04801	2.87338	2.03498	2.87338	2.03498
地魔老鬼	76	5714.26065	5.42872	2.87176	2.87176	5.42872
可不是什么	76	155.46175	4.67451	2.40470	2.40470	4.67451
天地之间	76	323.53690	2.86689	2.40095	2.86689	2.40095
紧随而	76	142.74027	3.79424	1.69184	3.79424	1.69184
凰天	75	1483.78592	4.54929	2.89912	2.89912	4.54929
赤火长老	75	944.33352	5.26916	3.77466	3.77466	5.26916
苏长老	75	737.47951	5.06784	3.30975	3.30975	5.06784
九品玄丹	75	17669.23447	4.26967	3.08904	4.26967	3.08904
一章 	74	1642.95237	6.09114	4.14283	4.14283	6.09114
漆黑眸子	74	336.07984	3.49937	2.71061	2.71061	3.49937
竟然敢	74	137.10591	5.07379	3.68058	3.68058	5.07379
大眼睛	74	120.91196	4.09712	2.84362	2.84362	4.09712
唐火儿	74	22874.89092	5.29358	3.51912	3.51912	5.29358
最令得	74	284.74647	2.77035	2.38185	2.38185	2.77035
紧盯着	74	87.39285	4.61908	3.23034	3.23034	4.61908
中央位置	73	1667.51077	4.76915	2.21259	4.76915	2.21259
九幽黄泉	73	2685.20997	4.11603	4.05917	4.05917	4.11603
并不算	73	500.24570	5.04506	4.32017	4.32017	5.04506
老妖怪	73	1754.83734	4.22933	3.48381	3.48381	4.22933
黄泉天怒	73	6874.13753	4.12316	2.96055	4.12316	2.96055
菩提心	73	1185.96386	4.57629	3.33363	4.57629	3.33363
灰衣老者	73	11459.15440	4.41959	3.66491	3.66491	4.41959
成为一名	73	142.10845	5.13680	3.97862	5.13680	3.97862
八极崩	73	41910.18421	2.57996	2.32062	2.57996	2.32062
天魔蟒	72	3659.07504	4.33762	2.85840	2.85840	4.33762
星斗灵	72	2710.01758	3.34579	2.78350	2.78350	3.34579
不知何时	72	2775.91876	4.22656	3.62203	4.22656	3.62203
炼药大师	71	1366.66397	3.37786	3.27808	3.37786	3.27808
斗帝强者	71	143.34716	4.15384	3.98153	4.15384	3.98153
几道身影	71	456.82643	4.20727	2.52764	2.52764	4.20727
不用再	71	149.23859	4.88682	3.16928	3.16928	4.88682
气旋之中	71	86.56086	3.80138	3.15349	3.80138	3.15349
有些难看	71	84.15700	3.36573	1.96437	3.36573	1.96437
飞行斗技	71	563.66049	4.48105	3.70713	4.48105	3.70713
石漠城	71	19254.77684	4.43115	4.11336	4.43115	4.11336
不要再	70	97.07429	5.45615	3.08882	3.08882	5.45615
站于	70	298.60953	5.26873	3.86340	3.86340	5.26873
要强上	70	197.40845	3.23111	2.60891	3.23111	2.60891
三大家族	70	1931.66281	3.94153	3.78514	3.94153	3.78514
去找	70	89.11223	5.21859	5.04573	5.04573	5.21859
房间之内	70	157.78890	3.47179	3.10948	3.10948	3.47179
色丹雷	70	10517.08396	2.84785	2.83501	2.83501	2.84785
这片天地间	69	639.77005	3.23675	3.21031	3.23675	3.21031
小玉瓶	69	200.26992	3.75719	2.93263	3.75719	2.93263
五星斗尊	69	1165.20871	4.53685	3.40488	4.53685	3.40488
五品丹药	69	689.41863	4.34349	3.50309	4.34349	3.50309
怪笑	69	461.08483	3.78838	2.00499	3.78838	2.00499
黑衣老者	69	603.51936	3.80333	3.60933	3.60933	3.80333
一把抓住	69	1690.56635	5.11713	3.55639	3.55639	5.11713
对恃	68	362.38883	4.88794	3.06941	4.88794	3.06941
小伊	68	1395.27824	4.33140	2.76022	2.76022	4.33140
掠过许些	68	239.88994	5.01256	3.12228	3.12228	5.01256
门口处	68	478.94176	4.05162	2.59396	4.05162	2.59396
仅仅只能	68	177.77983	5.05454	4.31699	4.31699	5.05454
微蹙	68	2662.43601	3.15714	1.81770	3.15714	1.81770
黑袍老者	68	119.92252	4.97617	3.88899	3.88899	4.97617
宛如实质	68	1023.70700	4.20710	1.54216	4.20710	1.54216
漆黑戒指	67	666.11520	3.70114	3.47324	3.70114	3.47324
紧皱着眉头	67	2854.93857	3.07861	1.70262	3.07861	1.70262
苍老声音	67	136.00101	2.83854	2.40726	2.83854	2.40726
液体能量	67	85.56003	3.52378	3.13834	3.13834	3.52378
解决掉	67	2050.84336	5.19919	4.88183	5.19919	4.88183
灵魂印记	67	368.83790	3.73023	3.62397	3.62397	3.73023
要显得	67	80.13083	3.91113	3.79613	3.79613	3.91113
惊呼声	67	2193.96174	3.60915	2.43919	3.60915	2.43919
这个老家伙	67	91.52249	4.27731	4.04144	4.04144	4.27731
帝境灵魂	67	617.23893	3.67114	2.97780	3.67114	2.97780
山峰之上	67	90.85194	4.07406	2.44334	4.07406	2.44334
轩护法	66	3430.78717	4.12068	3.84477	3.84477	4.12068
真实实力	66	256.86134	2.90442	2.68835	2.68835	2.90442
两道人影	66	260.56854	4.57475	2.54043	2.54043	4.57475
中心位置	66	1260.72124	4.80227	2.24834	4.80227	2.24834
韩月	66	3974.24161	4.36144	3.70245	3.70245	4.36144
阶别的	66	3770.45079	3.76936	3.07134	3.07134	3.76936
有些尴尬	66	120.24310	3.58321	1.52816	3.58321	1.52816
一屁股	66	363.05175	3.55789	2.15893	3.55789	2.15893
两者间	66	176.95113	3.38123	2.21135	3.38123	2.21135
交给我来	66	3464.37079	3.57938	2.61539	3.57938	2.61539
床榻之上	66	238.10339	3.37182	2.42400	3.37182	2.42400
一想到	66	94.18795	4.45989	2.82851	2.82851	4.45989
实质般的	65	313.61155	5.05731	1.52063	1.52063	5.05731
辰天南	65	14788.30786	4.99666	2.58223	2.58223	4.99666
大手	65	256.05939	3.93833	3.25985	3.25985	3.93833
古南海	65	6814.88841	4.86415	2.51450	2.51450	4.86415
黑衣男子	65	996.15230	4.82177	3.79214	3.79214	4.82177
一道足有	65	181.08850	4.12927	2.08045	2.08045	4.12927
冥河盟	65	44144.20256	3.89691	3.86325	3.89691	3.86325
变得异常	65	203.56151	4.44986	3.87993	3.87993	4.44986
万火长老	65	789.53689	5.21814	3.75855	3.75855	5.21814
超级强者	64	308.37709	2.51240	2.39014	2.51240	2.39014
刚欲	64	4242.30284	5.01532	2.08727	2.08727	5.01532
化为虚无	64	156.60666	4.53035	2.15336	4.53035	2.15336
磅礴斗气	64	113.03862	3.89115	3.61577	3.61577	3.89115
一群人	64	88.04417	3.91761	3.82162	3.82162	3.91761
做完	64	1027.17520	1.85340	1.63098	1.85340	1.63098
压下	64	254.35608	4.21754	1.73512	4.21754	1.73512
不客气	64	94.95953	4.00422	2.19173	4.00422	2.19173
潮水般的	64	606.13697	5.00237	2.74659	2.74659	5.00237
丹塔老祖	64	1939.73981	4.95300	3.98120	3.98120	4.95300
四方阁	64	4805.54305	3.84046	3.31528	3.84046	3.31528
一道清脆	64	166.49852	3.18477	2.54645	3.18477	2.54645
视线之内	64	95.37993	3.11641	1.54810	3.11641	1.54810
山谷之中	64	100.86378	3.68051	3.63804	3.63804	3.68051
劲道	63	110.98892	3.01538	2.24189	3.01538	2.24189
转移到	63	134.78442	4.51810	3.44044	4.51810	3.44044
一片虚无	63	271.28753	2.57275	1.66055	2.57275	1.66055
魔兽干尸	63	1799.09772	3.86227	3.01907	3.01907	3.86227
还以为	63	88.55354	4.03053	3.57994	3.57994	4.03053
这个小家伙	63	110.17866	4.44997	3.65518	3.65518	4.44997
缓缓抬起	62	107.69408	4.27258	2.51239	4.27258	2.51239
云岚山	62	6802.17649	4.37552	3.81103	3.81103	4.37552
古帝洞府	62	8185.73215	4.32266	3.73156	4.32266	3.73156
毁灭般的	62	133.50964	3.92776	3.40492	3.92776	3.40492
却始终	62	324.47945	4.62937	2.66059	2.66059	4.62937
存在于	62	399.12848	4.11193	3.50433	4.11193	3.50433
身法斗技	62	1238.21722	3.32786	3.23233	3.32786	3.23233
缓缓闭上	62	366.68843	3.40399	2.27625	3.40399	2.27625
能量核	62	259.49249	3.83763	3.75709	3.75709	3.83763
闷哼	62	3164.60407	2.66965	1.75882	2.66965	1.75882
能够看出	62	134.33025	4.06720	2.52821	2.52821	4.06720
猎捕赛	62	39058.70016	1.65659	1.59205	1.65659	1.59205
第一时间	62	219.22798	4.03172	3.52042	3.52042	4.03172
便交给	61	174.95220	3.13706	2.47360	2.47360	3.13706
黑皇城	61	3990.29849	4.62635	4.21932	4.21932	4.62635
黄泉妖圣	61	5385.13343	4.30420	3.60686	4.30420	3.60686
惊雷般的	61	533.28397	4.39570	3.26950	3.26950	4.39570
慕兰三老	61	23804.90247	4.64497	3.52819	3.52819	4.64497
急速凝聚	61	208.21544	4.40827	1.88934	4.40827	1.88934
连带着	61	94.20622	5.19271	2.78361	2.78361	5.19271
背后双翼	61	812.41528	3.74549	1.77553	1.77553	3.74549
有信心	61	205.64104	4.27380	3.20301	4.27380	3.20301
血战佣兵团	61	5034.21723	4.64404	4.10081	4.64404	4.10081
魔毒斑	61	30434.77663	4.34984	4.08111	4.34984	4.08111
哪里去	61	240.55180	2.77172	2.17064	2.77172	2.17064
心中暗自	61	263.94270	4.40409	2.34684	2.34684	4.40409
还来不及	61	303.70411	5.26902	4.22451	4.22451	5.26902
有些出乎	61	140.37950	3.32013	2.98172	3.32013	2.98172
五星斗圣	61	1373.48273	4.04847	3.14501	4.04847	3.14501
前方不远处	60	849.53076	3.92571	1.89041	3.92571	1.89041
化生火	60	24139.24972	2.50917	2.08523	2.08523	2.50917
这一届	60	82.25811	3.75092	2.77808	3.75092	2.77808
炼药界	60	2533.07584	3.85770	3.49630	3.85770	3.49630
整个中州	60	261.99898	3.60155	2.70638	3.60155	2.70638
有些古怪	60	92.95816	4.98382	2.28593	4.98382	2.28593
三大龙王	60	3756.91364	4.37389	4.18669	4.37389	4.18669
七品丹药	60	258.30308	3.57001	3.14653	3.57001	3.14653
眉宇间	60	806.91792	3.94441	3.67167	3.67167	3.94441
那魂殿	60	1377.19388	4.18801	3.93667	4.18801	3.93667
七品高级	60	1697.52216	4.51408	2.46265	4.51408	2.46265
论起	60	1105.12540	5.12087	1.82741	1.82741	5.12087
另外一名	59	141.84163	4.93322	2.89976	2.89976	4.93322
派人	59	112.92622	5.14519	4.29976	5.14519	4.29976
四章 	59	1899.38615	5.88264	3.77868	3.77868	5.88264
西北大陆	59	1374.20488	4.85672	4.06682	4.85672	4.06682
实力大涨	59	277.59845	4.34324	2.04071	4.34324	2.04071
的确很	59	89.56098	4.88231	3.57729	3.57729	4.88231
曜老先生	59	10372.86891	4.09024	2.23002	2.23002	4.09024
踏着虚空	59	3739.43421	3.23251	1.77952	3.23251	1.77952
震惊之色	59	397.62108	2.70938	1.68130	2.70938	1.68130
丹王古河	59	4170.83397	4.50415	4.11666	4.50415	4.11666
远远超过	59	1559.54578	4.23207	3.96411	4.23207	3.96411
十二章 	59	1931.57914	5.81485	3.65723	3.65723	5.81485
五大家族	59	7579.15975	4.29338	3.25811	4.29338	3.25811
这妮子	59	84.46622	4.81003	3.78800	3.78800	4.81003
一阵剧烈	59	204.86516	4.61326	2.50006	4.61326	2.50006
椅子上	59	130.54989	2.98042	2.77701	2.77701	2.98042
并未立刻	58	167.70161	5.05403	2.66521	2.66521	5.05403
红衣少女	58	2177.15243	4.61738	3.88178	3.88178	4.61738
无疑将会	58	484.11974	4.48929	1.87734	1.87734	4.48929
这片区域	58	667.09069	3.91827	3.83369	3.83369	3.91827
不由得苦笑	58	143.66252	2.33477	2.04824	2.33477	2.04824
耳边响起	58	599.41237	3.25423	2.27917	3.25423	2.27917
一咬	58	95.36685	3.40938	1.67389	3.40938	1.67389
足以令得	58	142.23227	4.52305	2.77789	2.77789	4.52305
有所感应	58	428.20409	3.36701	2.30650	3.36701	2.30650
能够办到	58	187.13960	4.29713	2.59432	4.29713	2.59432
定然不会	58	170.36849	4.86015	3.70537	3.70537	4.86015
削瘦身影	57	713.12106	2.37899	2.00269	2.00269	2.37899
犹如鬼魅	57	289.98677	3.30976	1.72176	3.30976	1.72176
空间船	57	765.74433	4.05256	3.96791	4.05256	3.96791
焚烧成	57	1213.59428	4.52695	2.32464	4.52695	2.32464
气旋之内	57	207.44653	3.97866	2.43481	3.97866	2.43481
只需要	57	182.20027	5.25185	3.90527	3.90527	5.25185
黑色光圈	57	918.36332	3.72812	3.00154	3.00154	3.72812
隔着	57	85.40104	3.71880	2.89023	2.89023	3.71880
浩瀚斗气	57	128.99949	4.45622	2.34619	2.34619	4.45622
ou出	57	315.98948	4.01553	3.41670	3.41670	4.01553
一个玉瓶	57	80.24509	2.56501	2.28809	2.56501	2.28809
算不得什么	56	348.16216	5.17147	3.76634	3.76634	5.17147
广场周围	56	81.79678	3.25806	2.61455	3.25806	2.61455
猛然自	56	100.28502	4.79292	3.07581	3.07581	4.79292
陀舍古帝	56	55880.24561	2.98227	2.61251	2.61251	2.98227
四天尊	56	1459.09302	4.60701	3.72960	3.72960	4.60701
灵魂感知	56	332.62051	3.55661	2.58839	2.58839	3.55661
红衣女子	56	1800.16899	4.66346	2.99639	2.99639	4.66346
斗宗巅峰	56	238.39593	4.39381	2.44447	4.39381	2.44447
斗王级别	56	599.01449	4.78737	2.09795	4.78737	2.09795
视线尽头	56	489.74154	2.79987	2.18556	2.79987	2.18556
黑色锁链	56	643.49271	4.40102	3.22327	3.22327	4.40102
小脑袋	56	111.49837	3.05010	1.58455	3.05010	1.58455
西北地域	56	7216.77229	3.52290	3.36858	3.52290	3.36858
便请	55	88.82914	5.11356	1.88983	1.88983	5.11356
留在这里	55	462.93687	4.50792	3.73506	4.50792	3.73506
缓缓旋转	55	150.63058	4.29936	2.10344	4.29936	2.10344
魂崖	55	367.69492	3.24581	2.71444	2.71444	3.24581
爆炸开来	55	779.24226	4.46564	1.50297	4.46564	1.50297
刘长老	55	946.43204	5.16951	3.90608	3.90608	5.16951
斗宗阶别的	55	5998.44444	4.54547	3.42715	4.54547	3.42715
山老人	55	2266.08936	4.23280	2.07156	2.07156	4.23280
切米尔	55	36360.43379	4.85192	2.09366	2.09366	4.85192
精纯能量	55	174.66546	2.47091	2.45009	2.45009	2.47091
两名老者	55	202.02967	4.01184	2.98432	2.98432	4.01184
必然不会	55	133.82011	4.69983	3.62023	3.62023	4.69983
硬碰	55	6496.98005	4.82867	2.69190	4.82867	2.69190
青山镇	55	5357.98171	4.59437	3.81190	3.81190	4.59437
大多数人	55	148.23764	3.49764	2.34746	3.49764	2.34746
本身实力	55	158.33918	4.48693	4.39567	4.48693	4.39567
视野之中	54	241.82964	3.07659	1.53014	3.07659	1.53014
隐约间	54	381.57644	2.72479	2.14841	2.14841	2.72479
斗帝血脉	54	1035.26782	3.75458	2.89596	3.75458	2.89596
人蝎子	54	127.34961	4.90274	3.50009	3.50009	4.90274
惊咦	54	8608.57838	3.93155	2.28494	3.93155	2.28494
还活着	54	290.57830	4.55728	2.92319	4.55728	2.92319
红脸老者	54	1815.98703	4.37578	3.81051	3.81051	4.37578
比以前	54	188.84493	4.89138	4.39897	4.39897	4.89138
床榻上	54	95.88410	3.46961	3.17476	3.46961	3.17476
就欲	54	106.48080	4.78027	2.50286	2.50286	4.78027
浮现许些	54	108.92835	4.55465	3.84610	3.84610	4.55465
神农老人	54	2388.48242	4.45154	3.51179	3.51179	4.45154
真是个	54	215.50649	5.28248	2.03612	2.03612	5.28248
所见	54	115.49909	2.91756	2.06375	2.91756	2.06375
对方眼中	53	90.96153	2.71122	1.95214	1.95214	2.71122
狠狠砸	53	133.64321	3.70540	3.03669	3.70540	3.03669
成一片	53	172.94413	4.19706	3.63618	4.19706	3.63618
空地上	53	112.93017	3.41327	2.45941	3.41327	2.45941
一截	53	534.49285	4.84076	3.64162	3.64162	4.84076
凌厉劲风	53	681.31789	3.39292	2.34094	3.39292	2.34094
三千雷幻身	53	4624.54038	3.50620	3.42156	3.50620	3.42156
取出一枚	53	630.01430	3.78216	1.62150	1.62150	3.78216
珍稀药材	53	1125.87850	3.31069	2.67204	3.31069	2.67204
丝毫不比	53	1138.57489	4.98793	3.36990	3.36990	4.98793
开山印	53	15387.31401	2.27972	2.21642	2.27972	2.21642
岩浆海域	53	3287.64941	2.92013	2.69158	2.69158	2.92013
交出来	53	685.42865	4.71142	2.24180	4.71142	2.24180
什么意外	53	168.74133	2.64095	2.39378	2.64095	2.39378
仅仅只	53	326.23564	4.49189	4.28634	4.49189	4.28634
进入天墓	53	297.41759	5.11915	3.04871	5.11915	3.04871
半只脚踏	53	38436.75364	4.67811	3.26422	4.67811	3.26422
龙力丹	53	11098.16725	1.87093	1.70615	1.70615	1.87093
想要得到	53	93.85033	4.76529	4.09039	4.09039	4.76529
大门处	53	223.75741	4.61061	2.56104	4.61061	2.56104
并未理会	52	189.33362	4.08853	3.69428	4.08853	3.69428
不敢轻易	52	390.95358	4.43921	2.67588	2.67588	4.43921
自萧炎体内	52	323.06768	3.94010	3.79666	3.94010	3.79666
飙射而	52	131.97891	4.76446	1.53340	4.76446	1.53340
任谁	52	1440.18997	2.24226	1.64495	2.24226	1.64495
玄阶高级	52	2346.35285	4.13669	2.68951	4.13669	2.68951
砸落	52	338.56016	3.61843	2.13010	3.61843	2.13010
这么多人	52	1620.31939	3.86602	3.23400	3.86602	3.23400
恐怕至少	52	91.37151	2.33141	1.51313	1.51313	2.33141
这么快	52	306.32904	4.39758	3.16200	4.39758	3.16200
造成什么	52	108.33316	4.44113	2.96560	4.44113	2.96560
寻常之物	52	634.59405	2.27656	1.73685	2.27656	1.73685
炼药宗师	52	3185.90921	3.28520	2.66034	3.28520	2.66034
有着一分	52	103.89829	5.21737	3.44032	3.44032	5.21737
灵魂本源	52	175.17541	3.26790	3.02828	3.02828	3.26790
变得极其	52	99.92570	4.19332	4.01967	4.19332	4.01967
十五章 	52	1860.03917	5.66198	3.43431	3.43431	5.66198
沙之佣兵团	52	6476.20911	4.27274	3.81788	4.27274	3.81788
那片空间	52	250.94398	3.83276	3.45650	3.45650	3.83276
巨石之上	51	101.38169	3.58134	1.83146	3.58134	1.83146
三色火莲	51	3118.16404	3.11963	2.46303	2.46303	3.11963
斗气纱衣	51	571.85660	3.53308	3.17243	3.53308	3.17243
这位朋友	51	765.36019	1.85380	1.51197	1.51197	1.85380
其他地方	51	138.62410	4.01025	3.50163	4.01025	3.50163
一抹狰狞	51	121.70706	3.87913	2.36767	3.87913	2.36767
急忙后退	51	530.02399	3.59345	1.88422	3.59345	1.88422
一抹森然	51	143.77829	3.81295	3.10443	3.81295	3.10443
这个世界	51	154.35065	2.91489	1.51326	2.91489	1.51326
苓儿	51	1101.50856	4.47749	2.70195	2.70195	4.47749
举手投足间	51	746.04516	3.94031	2.57144	3.94031	2.57144
落雁天	51	2166.81394	4.34351	3.73352	3.73352	4.34351
会引来	51	166.45596	4.43884	4.00784	4.00784	4.43884
一位身着	51	622.63365	5.11626	3.44046	3.44046	5.11626
暗金色	51	3147.89307	4.08963	2.87878	4.08963	2.87878
风雷之力	51	284.11199	4.00052	3.93167	4.00052	3.93167
副殿主	51	1251.70579	4.48076	1.78457	1.78457	4.48076
一股异样	50	250.88921	2.59999	1.88151	2.59999	1.88151
几个眨眼	50	1057.07354	2.06161	1.85922	2.06161	1.85922
顺着声音	50	91.87633	3.08975	2.25111	2.25111	3.08975
异火融合	50	117.78758	3.18120	3.07063	3.07063	3.18120
雷霆之力	50	506.43849	3.00302	2.51984	2.51984	3.00302
火焰蜥蜴人	50	377.77612	4.11911	2.98719	2.98719	4.11911
一股寒意	50	228.32723	3.07063	1.96054	3.07063	1.96054
挑起一抹	50	824.39720	4.50644	2.47134	2.47134	4.50644
伸出手来	50	582.11781	2.72307	1.94727	2.72307	1.94727
无人敢	50	937.34521	4.94347	3.20726	3.20726	4.94347
不乏一些	50	309.48177	5.21366	2.88014	2.88014	5.21366
没资格	50	216.86025	4.62928	3.44096	3.44096	4.62928
天际之边	50	2537.74460	2.82886	2.75179	2.82886	2.75179
蓝衣青年	50	1835.36970	5.25166	3.56329	3.56329	5.25166
遥遥天空	50	289.67714	2.82779	1.64274	2.82779	1.64274
好几次	50	358.65038	3.82650	2.90453	2.90453	3.82650
召唤出	50	142.98167	4.42293	3.95541	4.42293	3.95541
不知不觉间	50	622.25014	2.14631	2.14438	2.14631	2.14438
磅礴气势	49	642.22503	2.90983	2.26038	2.90983	2.26038
玉石骨翼	49	9845.04674	3.48482	3.17067	3.17067	3.48482
还是先	49	122.79778	4.21615	2.72696	2.72696	4.21615
头顶之上	49	90.91220	4.83176	2.08494	4.83176	2.08494
短短不到	49	678.47435	4.12623	1.85408	1.85408	4.12623
七品中级	49	3023.15744	4.36448	2.39556	4.36448	2.39556
青衣女人	49	1090.75203	4.63684	2.92426	2.92426	4.63684
很不错	49	178.54033	4.80839	3.01229	4.80839	3.01229
一道模糊	49	96.78690	2.71270	2.19428	2.19428	2.71270
天材地宝	49	56878.10714	3.95434	2.37785	3.95434	2.37785
血刀圣者	49	21017.17291	4.87112	3.82606	3.82606	4.87112
半空处	49	145.27630	3.44075	2.60767	3.44075	2.60767
姓功法	49	231.27177	2.72203	2.05937	2.05937	2.72203
这丫头	49	87.10923	4.59222	3.18470	3.18470	4.59222
看上去颇为	49	199.09877	4.03869	1.54319	1.54319	4.03869
丹药雏形	49	762.84508	2.83035	2.46577	2.83035	2.46577
青红血液	49	4066.95659	3.36214	2.92766	3.36214	2.92766
仗着	49	83.36949	4.70931	4.58890	4.70931	4.58890
看上去极为	49	92.28021	2.68898	1.95094	1.95094	2.68898
风属姓	49	3535.15427	3.44657	2.47026	3.44657	2.47026
当年那个	49	104.25140	5.09410	2.60315	2.60315	5.09410
便由	49	87.09596	3.04381	1.94663	1.94663	3.04381
成虚无	48	179.22681	2.84626	1.69195	2.84626	1.69195
无人能	48	157.18646	3.60924	3.42943	3.60924	3.42943
所覆盖	48	189.95929	4.37630	1.54304	4.37630	1.54304
显得颇为	48	156.70345	3.54106	2.71700	2.71700	3.54106
几位长老	48	230.50522	4.85539	4.20337	4.20337	4.85539
偶尔间	48	112.10960	3.95876	1.62085	1.62085	3.95876
诚仁仪式	48	31188.97430	3.63418	3.45812	3.45812	3.63418
飞行魔兽	48	344.81376	4.15513	3.49496	4.15513	3.49496
姚坊主	48	16475.03793	4.56842	3.10188	3.10188	4.56842
丹会冠军	48	2935.98249	3.59859	2.58463	3.59859	2.58463
贵宾席上	48	146.88628	3.60370	3.04209	3.60370	3.04209
天冥老妖	48	40149.25210	4.94685	3.36896	3.36896	4.94685
其他势力	48	95.25843	4.59571	4.25777	4.59571	4.25777
妖天啸	48	2128.47490	3.85319	3.39410	3.39410	3.85319
灰袍少年	48	836.09511	4.05667	2.85994	2.85994	4.05667
魔毒斑	48	3853.81004	3.71514	2.39186	2.39186	3.71514
魂煞	48	1471.84936	4.52675	3.26617	3.26617	4.52675
爆炸声响	48	419.83264	2.16457	1.94424	2.16457	1.94424
难以察觉	47	355.23511	4.10057	1.62180	4.10057	1.62180
显得更加	47	364.26613	3.79479	2.56774	2.56774	3.79479
这样下去	47	443.07923	2.58355	1.55211	2.58355	1.55211
幻大师	47	10621.76657	3.98165	2.70391	2.70391	3.98165
浩瀚气息	47	265.85824	3.23392	1.94800	3.23392	1.94800
另外一处	47	254.09596	3.79385	3.74834	3.74834	3.79385
星斗师	47	2590.37891	2.97168	2.66761	2.66761	2.97168
不愿意	47	176.49972	4.50737	3.83344	3.83344	4.50737
小山谷	47	241.93593	4.08186	3.74889	4.08186	3.74889
足以和	47	319.10537	4.67140	4.26461	4.26461	4.67140
一枚丹药	47	89.00557	3.63711	3.45575	3.63711	3.45575
一道道裂缝	47	167.50006	2.60983	2.55033	2.60983	2.55033
斗尊阶别的	47	5998.44444	3.92826	2.79515	3.92826	2.79515
冒出	47	176.80364	4.15993	4.03790	4.15993	4.03790
半年时间	47	267.44315	4.68956	2.37995	4.68956	2.37995
药尊者	47	82.43395	3.81033	3.58714	3.58714	3.81033
劈砍	47	10635.34939	3.78870	2.00894	3.78870	2.00894
墨巴斯	47	39230.39256	4.75349	2.98767	2.98767	4.75349
这座城市	47	1658.94479	4.40031	3.73578	4.40031	3.73578
几年时间	47	224.35509	3.10041	2.46260	3.10041	2.46260
形成一个	47	94.33895	4.98534	2.50436	2.50436	4.98534
神秘女人	47	230.74781	4.79131	3.22644	3.22644	4.79131
毁灭力量	46	129.60460	2.85828	2.52418	2.85828	2.52418
四种异火	46	810.15418	4.30877	3.43678	4.30877	3.43678
爆裂成	46	318.92438	3.79691	3.46248	3.79691	3.46248
这句话	46	3728.57298	4.23477	3.00855	4.23477	3.00855
陀舍古帝玉	46	17076.69044	3.96745	2.60737	3.96745	2.60737
想办法	46	210.84518	4.68106	4.38737	4.68106	4.38737
青衣少女	46	1304.84116	3.85035	1.99625	1.99625	3.85035
宝山老人	46	2712.84423	4.48065	3.19989	3.19989	4.48065
树干上	46	98.74631	3.04261	1.93158	3.04261	1.93158
随你	46	107.72472	2.69461	1.94060	2.69461	1.94060
一块巨石	46	1633.96904	3.12565	2.77750	2.77750	3.12565
在内院中	46	3316.08736	4.39803	3.86613	4.39803	3.86613
勾起一抹	46	893.88211	4.15848	3.14341	3.14341	4.15848
炽热温度	46	263.22097	2.16506	1.79509	1.79509	2.16506
内院中	46	579.10423	3.29305	2.89327	3.29305	2.89327
灵魂分身	46	269.67563	3.67030	3.54404	3.67030	3.54404
经历过	46	239.49655	4.72454	3.90017	3.90017	4.72454
遭受到	46	220.81129	4.33207	4.00806	4.00806	4.33207
极为不错	46	96.75217	3.93501	1.59992	3.93501	1.59992
副院长	46	2238.62497	4.17574	3.65199	3.65199	4.17574
没多少	45	174.36405	4.51594	3.92877	3.92877	4.51594
划过一抹	45	288.05408	4.41616	2.46763	2.46763	4.41616
释放出	45	140.09386	4.27672	3.53042	4.27672	3.53042
席位上	45	87.46185	3.97495	1.93308	3.97495	1.93308
一月时间	45	272.29191	3.94838	2.47838	3.94838	2.47838
战斗经验	45	946.05382	4.04083	3.52469	3.52469	4.04083
三章 	45	1738.42122	5.49185	3.81077	3.81077	5.49185
并无	45	181.85961	4.77264	4.11173	4.11173	4.77264
三年之约	45	6290.66623	3.64977	3.22219	3.64977	3.22219
死亡气息	45	431.27593	3.22633	3.18926	3.22633	3.18926
能量雾气	45	110.82670	3.40848	3.20304	3.40848	3.20304
有兴趣	45	137.43337	4.36454	2.81810	4.36454	2.81810
